product_id,run_id_source,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,needs_human_review,evidence_urls,enrichment_retried,enrichment_retry_query
711,335,ЭНАП ТАБЛ. 5МГ №20 | КРКА-РУС ООО | КРКА-РУС ООО,drug,,rx,Эналаприл,rx,Эналаприл,rx,Эналаприл,rx,Эналаприл,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Эналаприл"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эналаприл""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Эналаприл"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Эналаприл,Эналаприл,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Эналаприл,False,,,
780,335,ЭМСИБЕЛ Р-Р Д/ИН. 10МГ/МЛ АМП. 1МЛ №10 | БЕЛМЕДПРЕПАРАТЫ РУП | БЕЛМЕДПРЕПАРАТЫ РУП,drug,,rx,Метилэтилпиридинол,rx,Метилэтилпиридинол,rx,Метилэтилпиридинол,rx,Метилэтилпиридинол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Метилэтилпиридинол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метилэтилпиридинол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Метилэтилпиридинол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метилэтилпиридинол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Метилэтилпиридинол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метилэтилпиридинол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Метилэтилпиридинол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метилэтилпиридинол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Метилэтилпиридинол"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Метилэтилпиридинол,Метилэтилпиридинол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Метилэтилпиридинол,False,,,
905,335,ЭЛИДЕЛ КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | МЕДА МАНУФАКЧУРИНГ | МЕДА МАНУФАКЧУРИНГ,drug,,рецептурный,Пимекролимус,rx,Пимекролимус,rx,Пимекролимус,rx,Пимекролимус,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Пимекролимус"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пимекролимус""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Пимекролимус"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пимекролимус""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Пимекролимус"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пимекролимус""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Пимекролимус"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пимекролимус""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Пимекролимус"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Пимекролимус,Пимекролимус,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Пимекролимус,False,,,
988,335,ЭКОФУЦИН СУПП. ВАГ. 100МГ №3 | ///АВВА РУС АО | ///АВВА РУС АО,drug,,otc,Натамицин,otc,,,,,Натамицин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Натамицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Натамицин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Натамицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Натамицин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Натамицин"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Натамицин,Натамицин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Натамицин,False,,,
1114,335,ЭЙФА АЦ ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 200МГ ПАК-САШЕ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,,otc,Ацетилцистеин,otc,,,,,Ацетилцистеин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Ацетилцистеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилцистеин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Ацетилцистеин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилцистеин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ацетилцистеин"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Ацетилцистеин,Ацетилцистеин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Ацетилцистеин,False,,,
1256,336,ЭВАМЕНОЛ НАЗО КАПЛИ НАЗ. 1%+3% ФЛ-КАП. 12МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,drug,,otc,,,Левоментол+Фенилсалицилат,otc,"Фенилсалицилат, Левоментол",,Levomenthol,otc,"[{""source"": ""apteka"", ""raw_mnn"": ""Фенилсалицилат, Левоментол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фенилсалицилат"", ""Левоментол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левоментол+Фенилсалицилат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментол"", ""Фенилсалицилат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Levomenthol"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левоментол"", ""source_count"": 3, ""sources"": [""apteka"", ""asna"", ""vidal""]}, {""component"": ""Фенилсалицилат"", ""source_count"": 2, ""sources"": [""apteka"", ""asna""]}]","Левоментол, Фенилсалицилат","Левоментол, Фенилсалицилат",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Левоментол, Фенилсалицилат",False,,,
1347,336,ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 20МЛ LUER-SLIP ИГЛА ПРИЛОЖ. 21G №1 VM | VOGT MEDICAL | VOGT MEDICAL | 21 G,drug,,,,,,,,,,,[],[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,универсальный,,True,https://www.rlsnet.ru/drugs/tresiba-flekstac-55302 | https://medi.ru/instrukciya/tezspire-shpric_27951/ | https://www.vidal.ru/drugs/tirzetta | https://www.msdmed.ru/instruction/instrukcziya-po-mediczinskomu-primeneniyu-lekarstvennogo-preparata-gardasil/ | https://medi.ru/instrukciya/ringluzin-shpric-ruchka_28487/ | https://www.rlsnet.ru/drugs/paracetamol-920 | https://gorzdrav.org/p/shpric-inekcionnyj-3ml-3kh-komp-1-58834/ | https://kovrov.aptechestvo.ru/catalog/tirzetta_rastvor_dlya_podkozhnogo_vvedeniya_15_mg_shpritsy_v_avtoinzhektorakh_0_5ml_4_sht/ | https://zdravcity.ru/p_semavik-rastvor-dlja-p-k-vved-shpric-ruchka-0-25mg-0-5mg-1mg-doza-3ml-igla-odnorazovaja-4sht-0205224.html | https://docs.nevacert.ru/files/med_reestr_v2/28023_instruction.pdf | https://abbottpro.ru/preparation/?direction%5B%5D=620888&direction%5B%5D=262337&direction%5B%5D=262340&direction%5B%5D=262339 | https://zdravcity.ru/p_hiallong-tendon-rastvor-dlja-vnutrisustavnogo-i-okolosuhozhilnogo-vved-shpric-3ml-0255767/r_pskov/ | https://narcorehab.com/articles/piralgin/ | https://asevalar.ru/catalog/izdeliya_meditsinskogo_naznacheniya/shpritsy_igly_sistemy_dlya_perelivaniya/96597_shprits_3_kh_komponentnyy_3_ml_10_sht/ | https://garant25.ru/%D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8-%D0%B4%D0%BB%D1%8F-%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%BE%D0%B2-%D0%B2-%D0%BE%D0%B1%D0%BB%D0%B0-2/ | https://medams.ru/shpricy-trehkomponentnye-odnorazovy,,
1379,336,"ШПРИЦ ИНСУЛИН. МИКРО-ФАЙН ПЛЮС U-100 3-Х КОМП. 0,5МЛ ИГЛА 29G №10 | БЕКТОН ДИКИНСОН | БЕКТОН ДИКИНСОН | 29 G",drug,,,,,,,,,,,[],[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,универсальный,,True,https://www.rlsnet.ru/drugs/tudzeo-solostar-76722 | https://medi.ru/instrukciya/soliqua-solostar_14853/ | https://pureportal.spbu.ru/files/113398400/_HIT_2023_2023_1_.pdf | https://irkgmu.ru/src/downloads/e1bf6db0_ddtp2024_sbornik_materialov.pdf | https://cs.tpu.ru/upload/constructor/41a/rrkjzycxsnceavw8iztfrvbb7huj30en.pdf | https://irkgmu.ru/src/downloads/e1bf6db0_ddtp2024_sbornik_materialov.pdf | https://pureportal.spbu.ru/files/104177312/_2_2021_.pdf | https://elar.ssmu.ru/bitstream/20.500.12701/3817/1/tut_ssmu-2023-40.pdf | https://chelovekilekarstvo.ru/wp-content/uploads/2025/04/e-tesisi_chil_2025.pdf | https://www.researchgate.net/publication/374951711_IV_XALQARO_ILMIY-AMALIY_ANJUMANI_MATERIALLARI | https://kpfu.ru/staff_files/F881758943/Sbornik_tezisov_po_itogam_raboty_XIV_Mezhdunarodnoy_nauchno__prakticheskoy_konferentsii_molodykh_uchenykh_medikov.pdf | https://farmani.ru/catalog/shprits_0_5ml_bd_inc_u_100_mikro_fayn_plyus_s_igl_29g_0_33kh12_7mm_10_bekton_dikinson_ispaniya/ | https://voronezh.rigla.ru/product/bekton-dikinson-shprits-mikro-fayn-plyus-insulinovyy-u-100-05ml-030kh8mm-30g-no10-51609 | https://planetazdorovo.ru/catalog/izdeliya-meditsinskogo-naznacheniya/shpritsy-igly-sistemy/-423/bd-micro-fine-shpric-24140/ | https://ozerki.ru/sankt-peterburg/catalog/product/igly_mikro_fayn_plyus_d_shprits_ruchki_32g_0_23_4mm_n100/ | https://medams.ru/shpric_becton_dickinson,,
1384,336,ШПРИЦ ИНСУЛИН. U-40 ОДНОРАЗ. 3-Х КОМП. 1МЛ ИГЛА 26G №1 SFM | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | 26 G,drug,,,,,,otc,,,,,"[{""source"": ""asna"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,универсальный,,True,https://normativ.kontur.ru/document?moduleId=8&documentId=445373 | https://www.pharmpharm.ru/jour/article/download/1838/1185 | https://www.sogma.ru/?page%5Bcommon%5D=download&path=0&filename=da8a4b2da1c569f1732831304e46ea5a&cleanname=metodicheskie-materialy-pk-klinicheskaya-farmakologiya&ext=pdf | https://sogma.ru/?page%5Bcommon%5D=download&path=0&filename=7d2bff48edc7016ff81567866859711d&cleanname=metodicheskie-ukazaniya-dlya-vypolneniya-samostoyatelnoj-vneauditornoj-raboty-farmakologiya-kliniche&ext=pdf | https://www.komus.ru/katalog/otraslevye-predlozheniya/meditsina/inektsionnye-sredstva/shpritsy-meditsinskie/shpritsy-insulinovye/shprits-insulinovyj-sfm-1-ml-u-40-26g-0-45x12-mm-100-shtuk-v-upakovke-/p/708029/ | https://sterilno.com/catalog/insulinovyi-shpric-inzhektu-40.html | https://planetazdorovo.ru/catalog/izdeliya-meditsinskogo-naznacheniya/shpritsy-igly-sistemy/-423/shpric-1ml-sfm-u40-s-integr-igl-8059911/ | https://vk.ru/wall-142341134_614038 | https://medams.ru/shpricy-trehkomponentnye-odnorazovy | https://polza.ru/product/shprits-insulinovyy/ | https://kirova47.ru/texnika-inekcij-i-sredstva-vvedeniya-insulina/ | https://market.yandex.ru/category/shpritsy-insulinovyye-u-40 | https://www.ozon.ru/category/shpritsy-insulinovye-u40/ | https://market.yandex.ru/category/shpritsy-insulinovyye-1-ml-u-40 | https://www.ozon.ru/category/shprits-insulinovyy-u40/ | https://apteka.ru/product/shpricz-insulinovyj-inzhekt-40-duo-1-ml-u-40-s-igloj-100-sht-5eb2abe51380630001ee6572/,,
1402,336,ШПРИЦ ИНЕКТА ИНСУЛИН. ОДНОРАЗ. 3-КОМП. 1МЛ ИГЛА 26G №1 | БЕЙДЖИНГ ФОРНЁРС МЕДИКАЛ ЭКВИПМЕНТ КО. | БЕЙДЖИНГ ФОРНЁРС МЕДИКАЛ ЭКВИПМЕНТ КО. | 26 G,drug,,,,,,,,,,,[],[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,,unknown,универсальный,,True,https://zdravmedinform.ru/reestr-zhnvlp/ean-4602206001919.html | https://www.rigla.ru/product/inekta-shprits-1ml-insulin-3-kh-komp-s-igloy-26gkh12-no1-126367 | https://planetazdorovo.ru/catalog/izdeliya-meditsinskogo-naznacheniya/shpritsy-igly-sistemy/-423/inekta-shpric-insulinovyj-3h-ko-18282911/ | https://polza.ru/orenburg/catalog/shprits-odnorazovyy-sterilnyy-insulinovyy-3-kh-komponentnyy-1-ml-u-100-s-igloy-27g-0-4kh12-mm-100-sh_68797/ | https://planetazdorovo.ru/tomsk/catalog/izdeliya-meditsinskogo-naznacheniya/shpritsy-igly-sistemy/-423/inekta-shpric-3h-komponentnyj-5-24014311/ | https://vk.ru/wall-151419361_1920 | https://www.ozon.ru/category/shpritsy-6214/inekta-87317587/ | https://market.yandex.ru/category/inekta-shpritsy | https://apteka-april.ru/product/331611-shpric_imp_3hkomp_3ml_inekta_c_igl_23g_0_6x25mm_10 | https://www.ozon.ru/category/shprits-inekta/ | https://market.yandex.ru/category/shpritsy-inyektory | https://apteka-april.ru/product/24900-shpric_imp_3hkomponentnyj_1ml_insulinovyj | https://www.ozon.ru/category/shpritsy-6214/inekta-87317587/ | https://www.ozon.ru/category/shprits-inekta/ | https://apteka.ru/category/diabet/syringe_insulin/ | https://market.yandex.ru/category/insulinovyye-mnogorazovyye-shpritsy,,
1989,337,ЦЕРЕБРОЛИЗАТ Р-Р ДЛЯ В/М ВВЕД. АМП. 1МЛ №10 БЕЛМЕДПРЕПАРАТЫ | БЕЛМЕДПРЕПАРАТЫ РУП | БЕЛМЕДПРЕПАРАТЫ РУП,drug,,rx,Мозга крупного рогатого скота гидролизат,rx,,,,,,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Мозга крупного рогатого скота гидролизат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Мозга крупного рогатого скота гидролизат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,rx,unknown,True,True,ok,Церебролизин,rx,универсальный,Церебролизин,False,https://www.rlsnet.ru/drugs/cerebrolizin-3362 | https://megapteka.ru/specials/guide_cerebrolizat-instrukciya-po-4444 | https://aptekamos.ru/tovary/lekarstva/cerebrolizin-3847/cerebrolizin-rastvor-dlya-inekciyo-5ml-10128/instrukciya | https://www.rlsnet.ru/drugs/cerebrolizat-5337 | https://apteka.103.by/tcerebrolizat-instruktsiya/ | https://www.vidal.ru/drugs/cerebrolysin__41806 | https://megapteka.ru/specials/guide_cerebrolizat-instrukciya-po-4444 | https://www.eapteka.ru/goods/drugs/neurology/brain/tserebrolizat_belmedpreparaty/ | https://grls.pharm-portal.ru/grls/3a40b5a8-03ec-4643-8862-d35ba0d404d3 | https://zdravcity.ru/p_cerebrolizat-r-r-d-in-1ml-n10-0010836.html | https://grls.pharm-portal.ru/grls/64515ccb-537f-446e-9948-fa1215563254 | https://new.vestnik-surgery.com/index.php/2415-7805/article/view/3248 | https://lekmos.ru/balashiha/catalog/cerebrolizin/ampuli-2ml-n10 | https://zdravcity.ru/p_cerebrolizat-r-r-d-in-1ml-n10-0010836.html | https://zdravcity.ru/p_cerebrolizin-r-r-d-in-10ml-n5-0017741.html | https://pharmacoeconom.com/ru/poisk-publikatsiy/?srchLng=ru,,
2148,337,ХОНСАТ Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №5 | Армавирская биологическая фабрика/Эллара ООО | Армавирская биологическая фабрика/Эллара ООО,drug,,rx,Хондроитина сульфат,rx,Хондроитина сульфат,rx,,,Хондроитина сульфат натрия,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Хондроитина сульфат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хондроитина сульфат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Хондроитина сульфат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хондроитина сульфат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Хондроитина сульфат натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хондроитина сульфат натрия""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Хондроитина сульфат"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Хондроитина сульфат,Хондроитина сульфат,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Хондроитина сульфат,False,,,
2249,338,ХЛОРОФИЛЛИПТ ТАБЛ. Д/РАССАС. 25МГ №20 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,drug,,без рецепта,Эвкалипта листьев экстракт,otc,Эвкалипта листьев экстракт,otc,,,Листья эвкалипта,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Эвкалипта листьев экстракт"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эвкалипта листьев экстракт""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Эвкалипта листьев экстракт"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эвкалипта листьев экстракт""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Листья эвкалипта"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эвкалипта листьев экстракт""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Эвкалипта листьев экстракт"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Эвкалипта листьев экстракт,Эвкалипта листьев экстракт,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Эвкалипта листьев экстракт,False,,,
2630,338,ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,drug,,otc,Нитрофурал,otc,,,,,Прокаин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Нитрофурал"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Нитрофурал""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Прокаин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Прокаин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,otc,unknown,True,True,ok,Нитрофурал,otc,универсальный,Нитрофурал,False,https://www.rlsnet.ru/drugs/furacilin-5155 | https://aptekamos.ru/tovary/lekarstva/nitrofural-645/furacilin-lekt-tabletki-20mg-70851/instrukciya | https://megapteka.ru/specials/guide_furacilin-instrukciya-po-807 | https://megapteka.ru/specials/guide_furazolidon-instrukciya-po-5938 | https://www.rlsnet.ru/drugs/furacilin-5155 | https://tabletka.ru/selection/furatsilin/instruction/ | https://megapteka.ru/specials/guide_furacilin-instrukciya-po-807 | https://www.asna.ru/cards/furatsilin_0067_10ml_r-r_dmestnogo_i_naruzhnogo_primeneniya_spirtovoy_ivanovskaya_farmatsevticheskaya_fabrika.html | https://aptekamos.ru/tovary/lekarstva/nitrofural-645/furacilin-tabletki-20mg-13127/instrukciya | https://medvestnik.ru/ls/a0e40867-8245-498d-8702-26b3cf80527b.html | https://snovazdorovo.ru/catalog/lekarstvennye_sredstva/dermatologicheskie_zabolevaniya/ranozazhivlyayushchie_antibakterialnye_i_antisepticheskie_sredstva/furatsilin_tabletki_dlya_prigotovleniya_rastvora_d_3/ | https://zdravcity.ru/p_furacilin-r-r-d-mest-i-nar-prim-0-02-fl-500ml-n1-0129413.html | https://farmlend.ru/ekaterinburg/product/383286 | https://www.rmj.ru/articles/otorinolaringologiya/Vybor_topicheskih_preparatov_v_kompleksnom_lechenii_ostrogo_tonzillita/ | https://zdravcity.ru/p_furacilin-tabletki-dlja-prig-rastvora-dlja-mestnogo-i-naruzhnogo-primenenija-20mg-20sht-0184947.html | https://www.fknz.ru/wp-content/uploads/2020/01/PM.01-Realizatsiya-lekarstvennyh-preparatov-i-tovarov-aptechnogo-assortimenta-RP-2019.pdf,,
2640,338,ФУРАЦИЛИН ПОР. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ ПАКЕТ №10 МЕЛИГЕН | МЕЛИГЕН ФП | МЕЛИГЕН ФП,drug,,otc,Нитрофурал,otc,Витамин Е + Ретинол,otc,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Нитрофурал"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Нитрофурал""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Витамин Е + Ретинол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Витамин Е"", ""Ретинол""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,otc,unknown,True,True,ok,Нитрофурал,otc,универсальный,Нитрофурал,False,https://www.rlsnet.ru/drugs/furacilin-5155 | https://aptekamos.ru/tovary/lekarstva/nitrofural-645/furacilin-lekt-tabletki-20mg-70851/instrukciya | https://megapteka.ru/specials/guide_furacilin-instrukciya-po-807 | https://megapteka.ru/specials/guide_furazolidon-instrukciya-po-5938 | https://www.rlsnet.ru/drugs/furacilin-5155 | https://tabletka.ru/selection/furatsilin/instruction/ | https://megapteka.ru/specials/guide_furacilin-instrukciya-po-807 | https://www.asna.ru/cards/furatsilin_0067_10ml_r-r_dmestnogo_i_naruzhnogo_primeneniya_spirtovoy_ivanovskaya_farmatsevticheskaya_fabrika.html | https://aptekamos.ru/tovary/lekarstva/nitrofural-645/furacilin-tabletki-20mg-13127/instrukciya | https://medvestnik.ru/ls/a0e40867-8245-498d-8702-26b3cf80527b.html | https://snovazdorovo.ru/catalog/lekarstvennye_sredstva/dermatologicheskie_zabolevaniya/ranozazhivlyayushchie_antibakterialnye_i_antisepticheskie_sredstva/furatsilin_tabletki_dlya_prigotovleniya_rastvora_d_3/ | https://zdravcity.ru/p_furacilin-r-r-d-mest-i-nar-prim-0-02-fl-500ml-n1-0129413.html | https://farmlend.ru/ekaterinburg/product/383286 | https://www.rmj.ru/articles/otorinolaringologiya/Vybor_topicheskih_preparatov_v_kompleksnom_lechenii_ostrogo_tonzillita/ | https://zdravcity.ru/p_furacilin-tabletki-dlja-prig-rastvora-dlja-mestnogo-i-naruzhnogo-primenenija-20mg-20sht-0184947.html | https://www.fknz.ru/wp-content/uploads/2020/01/PM.01-Realizatsiya-lekarstvennyh-preparatov-i-tovarov-aptechnogo-assortimenta-RP-2019.pdf,,
2811,338,ФОСФОГЛИВ КАПС. №96 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,,otc,Глицирризиновая кислота + Фосфолипиды,otc,Фосфолипиды + Глицирризиновая кислота,otc,"Фосфолипиды, Глицирризиновая кислота",rx,,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Глицирризиновая кислота + Фосфолипиды"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Глицирризиновая кислота"", ""Фосфолипиды""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Фосфолипиды, Глицирризиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фосфолипиды"", ""Глицирризиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Фосфолипиды + Глицирризиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фосфолипиды"", ""Глицирризиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Глицирризиновая кислота"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Фосфолипиды"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}]","Глицирризиновая кислота, Фосфолипиды","Глицирризиновая кислота, Фосфолипиды",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Глицирризиновая кислота, Фосфолипиды",False,,,
2906,338,ФОРОЗА ТАБЛ. П/ПЛЕН/ОБ. 70МГ №12 НОВАРТИС | НОВАРТИС НЕВА ООО | НОВАРТИС НЕВА ООО,drug,,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Алендроновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Алендроновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Алендроновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Алендроновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Алендроновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Алендроновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Алендроновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Алендроновая кислота""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Алендроновая кислота"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Алендроновая кислота,Алендроновая кислота,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Алендроновая кислота,False,,,
